review_group,sample_id,stain_label,acquisition_propensity,source_image_path,split,luminance_mean,ROI_short_side,matched_with,matching_distance
B_low_propensity_positive,stained_coating::中医舌诊染苔数据/染苔/221_椰子灰冰淇淋.JPG,1,0.013406731476023507,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\221_椰子灰冰淇淋.JPG,val,79.61923449043842,875.0,,
B_low_propensity_positive,stained_coating::中医舌诊染苔数据/染苔/275_橘子.JPG,1,0.013508915652656961,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\275_橘子.JPG,train,20.003290363310704,324.0,,
B_low_propensity_positive,stained_coating::中医舌诊染苔数据/染苔/261_咖啡.JPG,1,0.017097779212298412,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\261_咖啡.JPG,val,129.34973407065215,1354.0,,
B_low_propensity_positive,stained_coating::中医舌诊染苔数据/染苔/295_黑莓.JPG,1,0.022633089880694703,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\295_黑莓.JPG,val,120.37282366125793,1325.0,,
B_low_propensity_positive,stained_coating::中医舌诊染苔数据/染苔/137_蓝莓蛋糕.JPG,1,0.06583951074569554,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\137_蓝莓蛋糕.JPG,train,132.34848099786097,1678.0,,
B_low_propensity_positive,stained_coating::中医舌诊染苔数据/染苔/176_芒果.JPG,1,0.0680811332375028,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\176_芒果.JPG,val,107.93911767097941,474.0,,
B_low_propensity_positive,stained_coating::中医舌诊染苔数据/染苔/306_蓝莓.JPG,1,0.07610967534800837,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\306_蓝莓.JPG,val,134.79349831934073,524.0,,
B_low_propensity_positive,stained_coating::中医舌诊染苔数据/染苔/189_黄桃.JPG,1,0.07615668876488221,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\189_黄桃.JPG,val,88.16992244523907,493.0,,
B_low_propensity_positive,stained_coating::中医舌诊染苔数据/染苔/24_牛奶巧克力4.JPG,1,0.08295213699442394,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\24_牛奶巧克力4.JPG,val,140.85311800344112,1195.0,,
B_low_propensity_positive,stained_coating::中医舌诊染苔数据/染苔/267_奥利奥饼干.JPG,1,0.09106254104110666,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\267_奥利奥饼干.JPG,val,108.93974400991219,1800.0,,
B_low_propensity_positive,stained_coating::中医舌诊染苔数据/染苔/265_奥利奥饼干.JPG,1,0.18312274248295418,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\265_奥利奥饼干.JPG,train,114.18330973572407,1688.0,,
B_low_propensity_positive,stained_coating::中医舌诊染苔数据/染苔/256_芬达汽水.JPG,1,0.18497434545144809,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\256_芬达汽水.JPG,train,136.2813790936321,1732.0,,
B_low_propensity_positive,stained_coating::中医舌诊染苔数据/染苔/305_橘子.JPG,1,0.19506758552610184,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\305_橘子.JPG,train,141.29338826959523,994.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/894.JPG,0,1.0,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\894.JPG,train,196.48696650176393,255.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/117.JPG,0,0.9999996157659041,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\117.JPG,val,5.21697770640372e-05,481.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/841.JPG,0,0.9998645305702034,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\841.JPG,train,0.0001910761915806564,214.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/887.JPG,0,0.9968017569178231,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\887.JPG,train,191.26044252224312,196.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/796.JPG,0,0.996734693952698,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\796.JPG,train,83.9757843816495,174.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/912.JPG,0,0.9957142700628969,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\912.JPG,train,114.52778620959104,318.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/792.JPG,0,0.9929684813852032,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\792.JPG,train,142.4341839378726,282.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/890.JPG,0,0.9916992045860089,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\890.JPG,train,141.0147896205949,240.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/14.JPG,0,0.9902490701420059,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\14.JPG,val,95.95523668430334,141.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/13.JPG,0,0.9900783571895945,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\13.JPG,train,133.9060757118259,241.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/795.JPG,0,0.9859229799706462,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\795.JPG,train,103.21258741669696,212.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/791.JPG,0,0.9745825770608947,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\791.JPG,train,145.29183732390203,381.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/261.JPG,0,0.9714769491624307,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\261.JPG,train,108.50486712583461,1059.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/909.JPG,0,0.9652293427900772,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\909.JPG,train,113.91421066608855,340.0,,
C_high_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/264.JPG,0,0.9565613739164388,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\264.JPG,train,126.4514348135929,655.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/439.JPG,0,4.036312132164352e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\439.JPG,val,0.0,936.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/843.JPG,0,5.094619932545117e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\843.JPG,val,0.0,745.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/834.JPG,0,5.577251655303213e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\834.JPG,train,0.0,1029.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/456.JPG,0,5.87535489990835e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\456.JPG,train,0.0,948.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/869.JPG,0,5.898680310462897e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\869.JPG,train,0.0,966.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/837.JPG,0,7.227896801386423e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\837.JPG,train,0.0,784.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/488.JPG,0,7.249473197256758e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\488.JPG,train,0.0,851.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/415.JPG,0,7.503408714379454e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\415.JPG,train,0.0,1053.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/490.JPG,0,7.534119259715111e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\490.JPG,train,0.0,1148.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/523.JPG,0,7.755267654170991e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\523.JPG,train,0.0,907.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/80.JPG,0,7.94519601585964e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\80.JPG,train,0.0,995.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/824.JPG,0,8.457668865309674e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\824.JPG,train,0.0,1108.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/430.JPG,0,8.95036357762852e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\430.JPG,train,0.0,909.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/441.JPG,0,9.218582282092612e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\441.JPG,train,0.0,1096.0,,
D_low_propensity_negative,stained_coating::中医舌诊染苔数据/非染苔/63.JPG,0,9.839559724869323e-09,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\63.JPG,train,0.0,975.0,,
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/1000_台式梅肉.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\1000_台式梅肉.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/13.JPG,1.2095046262387026
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/13.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\13.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/1000_台式梅肉.JPG,1.2095046262387026
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/1001_台式梅肉.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\1001_台式梅肉.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/264.JPG,1.1220119661453394
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/264.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\264.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/1001_台式梅肉.JPG,1.1220119661453394
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/100_好丽友派.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\100_好丽友派.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/285.JPG,0.4052584014553444
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/285.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\285.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/100_好丽友派.JPG,0.4052584014553444
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/102_巧克力.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\102_巧克力.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/304.JPG,0.5864997157096813
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/304.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\304.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/102_巧克力.JPG,0.5864997157096813
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/103_蒙牛酸奶.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\103_蒙牛酸奶.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/307.JPG,0.3198942758767709
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/307.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\307.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/103_蒙牛酸奶.JPG,0.3198942758767709
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/105_蓝莓果酱.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\105_蓝莓果酱.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/601.JPG,1.3962385316616317
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/601.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\601.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/105_蓝莓果酱.JPG,1.3962385316616317
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/107_蓝莓酱.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\107_蓝莓酱.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/912.JPG,0.6498159009777613
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/912.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\912.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/107_蓝莓酱.JPG,0.6498159009777613
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/108_橙子糖.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\108_橙子糖.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/318.JPG,0.6717836387181365
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/318.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\318.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/108_橙子糖.JPG,0.6717836387181365
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/109_芒果.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\109_芒果.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/265.JPG,1.279875811209243
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/265.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\265.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/109_芒果.JPG,1.279875811209243
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/10_苏卡咖啡.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\10_苏卡咖啡.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/901.JPG,1.2672757766394636
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/901.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\901.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/10_苏卡咖啡.JPG,1.2672757766394636
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/110_芒果.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\110_芒果.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/260.JPG,1.3685907524029588
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/260.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\260.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/110_芒果.JPG,1.3685907524029588
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/111_巧克力.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\111_巧克力.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/313.JPG,0.8494198603083045
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/313.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\313.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/111_巧克力.JPG,0.8494198603083045
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/112_巧克力.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\112_巧克力.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/275.JPG,1.2010675139065672
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/275.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\275.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/112_巧克力.JPG,1.2010675139065672
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/114_芒果.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\114_芒果.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/274.JPG,1.3358743258727865
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/274.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\274.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/114_芒果.JPG,1.3358743258727865
E_matched_pair_positive,stained_coating::中医舌诊染苔数据/染苔/115_芒果.JPG,1,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\115_芒果.JPG,,,,stained_coating::中医舌诊染苔数据/非染苔/1006.JPG,0.46915591733568035
E_matched_pair_negative,stained_coating::中医舌诊染苔数据/非染苔/1006.JPG,0,,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\非染苔\1006.JPG,,,,stained_coating::中医舌诊染苔数据/染苔/115_芒果.JPG,0.46915591733568035
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/101_红心火龙果.JPG,1,0.49994400593010285,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\101_红心火龙果.JPG,train,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/132_巧克力.JPG,1,0.9877517529804571,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\132_巧克力.JPG,train,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/137_蓝莓蛋糕.JPG,1,0.06583951074569554,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\137_蓝莓蛋糕.JPG,train,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/139_泡腾片.JPG,1,0.988936231962433,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\139_泡腾片.JPG,train,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/14_紫薯.JPG,1,0.9908055667082598,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\14_紫薯.JPG,train,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/153_彩虹糖.JPG,1,0.9770397235188137,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\153_彩虹糖.JPG,train,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/157_橙汁.JPG,1,0.9996902366958806,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\157_橙汁.JPG,train,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/160_芒果.JPG,1,0.9999665455508913,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\160_芒果.JPG,train,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/162_杨梅.JPG,1,0.9999613200081052,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\162_杨梅.JPG,train,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/163_奥利奥饼干.JPG,1,0.9243118044255418,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\163_奥利奥饼干.JPG,train,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/164_彩虹糖.JPG,1,0.9813692077592838,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\164_彩虹糖.JPG,train,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/166_彩虹糖.JPG,1,0.7932582410625,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\166_彩虹糖.JPG,train,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/168_橘子.JPG,1,0.34618841359527774,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\168_橘子.JPG,val,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/169_巧克力.JPG,1,0.9975245831475765,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\169_巧克力.JPG,train,,,,
F_unmatched_positive,stained_coating::中医舌诊染苔数据/染苔/16_彩虹糖.JPG,1,0.9975279706896336,D:\project\tongue-recognition\中医舌诊染苔数据\中医舌诊染苔数据\染苔\16_彩虹糖.JPG,train,,,,
